m,fmt,accum,iter,rel_resid,tol,kind
128,fp32,fp32,190,1.6565086e-06,1e-06,iter
128,fp32,fp32,191,1.6548861e-06,1e-06,iter
128,fp32,fp32,192,1.6426513e-06,1e-06,iter
128,fp32,fp32,193,1.6178165e-06,1e-06,iter
128,fp32,fp32,194,1.6105924e-06,1e-06,iter
128,fp32,fp32,195,1.6043539e-06,1e-06,iter
128,fp32,fp32,196,1.6245842e-06,1e-06,iter
128,fp32,fp32,197,1.6228581e-06,1e-06,iter
128,fp32,fp32,198,1.5900739e-06,1e-06,iter
128,fp32,fp32,199,1.5475962e-06,1e-06,iter
128,fp32,fp32,200,1.4947605e-06,1e-06,iter
128,fp32,fp32,201,1.4411318e-06,1e-06,iter
128,fp32,fp32,202,1.4055324e-06,1e-06,iter
128,fp32,fp32,203,1.3814306e-06,1e-06,iter
128,fp32,fp32,204,1.3510163e-06,1e-06,iter
128,fp32,fp32,205,1.3182345e-06,1e-06,iter
128,fp32,fp32,206,1.280172e-06,1e-06,iter
128,fp32,fp32,207,1.2297889e-06,1e-06,iter
128,fp32,fp32,208,1.2176586e-06,1e-06,iter
128,fp32,fp32,209,1.1801048e-06,1e-06,iter
128,fp32,fp32,210,1.1309253e-06,1e-06,iter
128,fp32,fp32,211,1.1031757e-06,1e-06,iter
128,fp32,fp32,212,1.0751015e-06,1e-06,iter
128,fp32,fp32,213,1.0529553e-06,1e-06,iter
128,fp32,fp32,214,1.0456112e-06,1e-06,iter
128,fp32,fp32,215,1.0496889e-06,1e-06,iter
128,fp32,fp32,216,1.0413353e-06,1e-06,iter
128,fp32,fp32,217,1.0265095e-06,1e-06,iter
128,fp32,fp32,218,9.973196e-07,1e-06,iter
128,fp32,fp32,10,0.0045101759,1e-06,true
128,fp32,fp32,20,0.000926851,1e-06,true
128,fp32,fp32,30,0.00033727632,1e-06,true
128,fp32,fp32,40,0.00017437401,1e-06,true
128,fp32,fp32,50,9.4620722e-05,1e-06,true
128,fp32,fp32,60,5.2567608e-05,1e-06,true
128,fp32,fp32,70,3.1588894e-05,1e-06,true
128,fp32,fp32,80,2.3231536e-05,1e-06,true
128,fp32,fp32,90,1.6880855e-05,1e-06,true
128,fp32,fp32,100,1.2010975e-05,1e-06,true
128,fp32,fp32,110,1.0012761e-05,1e-06,true
128,fp32,fp32,120,7.133925e-06,1e-06,true
128,fp32,fp32,130,5.68115e-06,1e-06,true
128,fp32,fp32,140,4.116966e-06,1e-06,true
128,fp32,fp32,150,3.3598653e-06,1e-06,true
128,fp32,fp32,160,2.2572015e-06,1e-06,true
128,fp32,fp32,170,1.6580376e-06,1e-06,true
128,fp32,fp32,180,1.600402e-06,1e-06,true
128,fp32,fp32,190,1.6920558e-06,1e-06,true
128,fp32,fp32,200,1.5412825e-06,1e-06,true
128,fp32,fp32,210,1.1891558e-06,1e-06,true
128,tf32,small,1,0.27838811,0.001,iter
128,tf32,small,2,0.10295497,0.001,iter
128,tf32,small,3,0.054175597,0.001,iter
128,tf32,small,4,0.031375609,0.001,iter
128,tf32,small,5,0.020328058,0.001,iter
128,tf32,small,6,0.013720049,0.001,iter
128,tf32,small,7,0.010044214,0.001,iter
128,tf32,small,8,0.0075861788,0.001,iter
128,tf32,small,9,0.0059499205,0.001,iter
128,tf32,small,10,0.0046305754,0.001,iter
128,tf32,small,11,0.0037045402,0.001,iter
128,tf32,small,12,0.0030692506,0.001,iter
128,tf32,small,13,0.0025983129,0.001,iter
128,tf32,small,14,0.0022425458,0.001,iter
128,tf32,small,15,0.0019456809,0.001,iter
128,tf32,small,16,0.001691835,0.001,iter
128,tf32,small,17,0.0014598911,0.001,iter
128,tf32,small,18,0.0012878721,0.001,iter
128,tf32,small,19,0.0011388047,0.001,iter
128,tf32,small,20,0.0010324548,0.001,iter
128,tf32,small,21,0.00092849456,0.001,iter
128,tf32,small,10,0.086833574,0.001,true
128,tf32,small,20,11.336492,0.001,true
128,tf32,small,1,0.27766952,0.001,iter
128,tf32,small,2,0.10256927,0.001,iter
128,tf32,small,3,0.053909142,0.001,iter
128,tf32,small,4,0.031154407,0.001,iter
128,tf32,small,5,0.02018466,0.001,iter
128,tf32,small,6,0.013592426,0.001,iter
128,tf32,small,7,0.0099721234,0.001,iter
128,tf32,small,8,0.0074863541,0.001,iter
128,tf32,small,9,0.0058249836,0.001,iter
128,tf32,small,10,0.0045101759,0.001,iter
128,tf32,small,11,0.003598863,0.001,iter
128,tf32,small,12,0.0029555017,0.001,iter
128,tf32,small,13,0.0024862394,0.001,iter
128,tf32,small,14,0.0021211028,0.001,iter
128,tf32,small,15,0.0018222821,0.001,iter
128,tf32,small,16,0.0015485337,0.001,iter
128,tf32,small,17,0.0013407866,0.001,iter
128,tf32,small,18,0.0011675293,0.001,iter
128,tf32,small,19,0.0010411793,0.001,iter
128,tf32,small,20,0.00092685031,0.001,iter
128,tf32,small,10,0.0045101759,0.001,true
128,tf32,fp32,1,0.27766952,0.001,iter
128,tf32,fp32,2,0.10256927,0.001,iter
128,tf32,fp32,3,0.053909142,0.001,iter
128,tf32,fp32,4,0.031154407,0.001,iter
128,tf32,fp32,5,0.02018466,0.001,iter
128,tf32,fp32,6,0.013592426,0.001,iter
128,tf32,fp32,7,0.0099721234,0.001,iter
128,tf32,fp32,8,0.0074863541,0.001,iter
128,tf32,fp32,9,0.0058249836,0.001,iter
128,tf32,fp32,10,0.0045101759,0.001,iter
128,tf32,fp32,11,0.003598863,0.001,iter
128,tf32,fp32,12,0.0029555017,0.001,iter
128,tf32,fp32,13,0.0024862394,0.001,iter
128,tf32,fp32,14,0.0021211028,0.001,iter
128,tf32,fp32,15,0.0018222821,0.001,iter
128,tf32,fp32,16,0.0015485337,0.001,iter
128,tf32,fp32,17,0.0013407866,0.001,iter
128,tf32,fp32,18,0.0011675293,0.001,iter
128,tf32,fp32,19,0.0010411793,0.001,iter
128,tf32,fp32,20,0.00092685031,0.001,iter
128,tf32,fp32,10,0.0045101759,0.001,true
128,bfloat16,small,1,0.28238299,0.005,iter
128,bfloat16,small,2,0.10624224,0.005,iter
128,bfloat16,small,3,0.056060497,0.005,iter
128,bfloat16,small,4,0.033378534,0.005,iter
128,bfloat16,small,5,0.021883773,0.005,iter
128,bfloat16,small,6,0.015194408,0.005,iter
128,bfloat16,small,7,0.011186679,0.005,iter
128,bfloat16,small,8,0.0088059306,0.005,iter
128,bfloat16,small,9,0.0069290702,0.005,iter
128,bfloat16,small,10,0.0056633069,0.005,iter
128,bfloat16,small,11,0.0046156081,0.005,iter
128,bfloat16,small,10,4.7863941,0.005,true
128,bfloat16,small,1,0.27766952,0.005,iter
128,bfloat16,small,2,0.10256927,0.005,iter
128,bfloat16,small,3,0.053909142,0.005,iter
128,bfloat16,small,4,0.031154407,0.005,iter
128,bfloat16,small,5,0.02018466,0.005,iter
128,bfloat16,small,6,0.013592426,0.005,iter
128,bfloat16,small,7,0.0099721234,0.005,iter
128,bfloat16,small,8,0.0074863541,0.005,iter
128,bfloat16,small,9,0.0058249836,0.005,iter
128,bfloat16,small,10,0.0045101759,0.005,iter
128,bfloat16,fp32,1,0.27766952,0.005,iter
128,bfloat16,fp32,2,0.10256927,0.005,iter
128,bfloat16,fp32,3,0.053909142,0.005,iter
128,bfloat16,fp32,4,0.031154407,0.005,iter
128,bfloat16,fp32,5,0.02018466,0.005,iter
128,bfloat16,fp32,6,0.013592426,0.005,iter
128,bfloat16,fp32,7,0.0099721234,0.005,iter
128,bfloat16,fp32,8,0.0074863541,0.005,iter
128,bfloat16,fp32,9,0.0058249836,0.005,iter
128,bfloat16,fp32,10,0.0045101759,0.005,iter
128,fp8,small,1,0.31203815,0.2,iter
128,fp8,small,2,0.12759402,0.2,iter
128,fp8,small,1,0.27766952,0.2,iter
128,fp8,small,2,0.10256927,0.2,iter
128,fp8,fp32,1,0.27766952,0.2,iter
128,fp8,fp32,2,0.10256927,0.2,iter
